game_time,job_ID,company_from,city_from,company_to,city_to,urgency,shortest_distance_km,ferry_time,ferry_price,cargo,company_truck,trailer_variant,trailer_definition,units_count,fill_ratio,trailer_place
69786,_nameless.1de.58ba.72e0,norrsken,alta,renar,honningsvag,2,193,0,0,concen_juice,renault_t_4x2h,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.8800,norrsken,alta,renar,tornio,1,787,0,0,soy_milk,volvo_fh2021_4x2_420,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.7070,norrsken,alta,polar_fish,honningsvag,2,192,0,0,plums,scania_streamline_4x2_top_560,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.6ed0,lognstick,bucuresti,tradeaux,olsztyn,0,1590,0,0,motorcycles,renault_premium_6x2_a,trailer.scs_curt_s,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.9840,lognstick,bucuresti,fallow,zenica,2,824,0,0,grapes,scania_r2016_6x4_high_660,trailer.scs_ins_s,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.90f0,lkwlog,venezia,wilnet_trans,limoges,2,1175,0,0,emp_wine_bar,mercedes_actros_2014_4x2_b,trailer.scs_curt_a,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.6e00,lkwlog,venezia,villco_mkt,zenica,0,876,0,0,cauliflower,daf_4x2_b,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,34,1,0
69786,_nameless.1de.58ba.6b90,lkwlog,venezia,euroacres,torino,0,395,0,0,fueltanker,mercedes_actros_2014_6x2_a,trailer.kasbhr_shg40,trailer_def.kassbohrer.shg.singl_3e_40.container,80,1,0
69786,_nameless.1de.58ba.9020,lkwlog,venezia,euroacres,wien,0,689,0,0,straw_bales,daf_4x2_a,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,6,1,0
69786,_nameless.1de.58ba.76f0,bhv,lahti,bhv,vaasa,0,361,0,0,pickup_gr,scania_streamline_4x2_norm_380,trailer.truck_trans,trailer_def.pickup_gr.truck_trans,100,1,0
69786,_nameless.1de.58ba.9290,bhv,lahti,bhv,vilnius,0,769,150,430,mondeos,renault_premium_4x2_c,trailer.car_trans,trailer_def.mondeos.car_trans,100,1,0
69786,_nameless.1de.58ba.7bd0,posped,carlisle,freyr,esbjerg,1,312,1140,1314,square_baler,daf_xf_euro6_6x4_c,trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69786,_nameless.1de.58ba.77c0,posped,carlisle,dfh,nurnberg,2,1449,35,300,exc_craw,"""heavy/renault_t_6x4""",trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69786,_nameless.1de.58ba.7e40,st_roza_bg,pernik,icaria,kavala,0,286,0,0,precast_strs,mercedes_actros_2014_4x2_a,trailer.scs_curt_s,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.7210,st_roza_bg,pernik,cargotras,catanzaro,1,919,570,745,empty_spool,renault_premium_6x2_a,trailer.kasbhr_sla,trailer_def.kassbohrer.sla.single_3_sh.lowbed,3,1,0
69786,_nameless.1de.58ba.7890,st_roza_bg,pernik,posped,bratislava,2,971,0,0,jcb_dmphtd5e,volvo_fh2024_6x2_500,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,7,1,0
69786,_nameless.1de.58ba.83f0,tree_et,burgos,trans_cab,madrid,0,310,0,0,mulcher,"""heavy/scania_s2016_8x4_high_770""",trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,1,1,0
69786,_nameless.1de.58ba.9910,log_atlan,porto,log_atlan,leon,0,361,0,0,toys,scania_r2016_6x4_high_660,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.7550,log_atlan,porto,ts_atlas,bilbao,0,718,0,0,clothes_c,scania_r_4x2_norm_360,trailer.scs_gosck220,trailer_def.scs.gooseneck.singl_3e_220.container,30,1,0
69786,_nameless.1de.58ba.69f0,log_atlan,porto,rt_log,a_coruna,2,299,0,0,glass_packed,daf_xf_electric,trailer.gls_trailer,trailer_def.glass_packed.gls_trailer,100,1,0
69786,_nameless.1de.58ba.7ca0,log_atlan,porto,globeur,rennes,0,1462,0,0,honey,scania_r2016_6x2_high_460,trailer.scs_dry_m,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.80b0,app,faro,engeron,sevilla,0,354,0,0,largetubes,daf_xd,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,6,1,0
69786,_nameless.1de.58ba.73b0,app,faro,app,badajoz,1,322,0,0,harvest_bins,"""double/volvo_fh16_4x2_700""",trailer.profiline17d,trailer_def.krone.profiliner.double_3_2.curtain,52,1,0
69786,_nameless.1de.58ba.8590,app,faro,trans_cab,algeciras,1,373,0,0,caravans,daf_xf_euro6_4x2_c,trailer.truck_trans,trailer_def.caravans.truck_trans,100,1,0
69786,_nameless.1de.58ba.95d0,kivi,turku,gnt,klaipeda,0,838,150,430,dozer,"""heavy/scania_r2016_8x4_high_730""",trailer.scs_lowbed41,trailer_def.scs.lowbed.single_41_ln.long,1,1,0
69786,_nameless.1de.58ba.7480,vesna,beograd,blt,kaunas,2,1360,0,0,chicken_meat,renault_t_4x2,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.6d30,vesna,beograd,lkwlog,lublin,2,829,0,0,gnocchi,scania_r2016_4x2_high_500,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.8ce0,fle,paris,tradeaux,lille,0,218,0,0,med_vaccine,volvo_fh2024_4x2_420,trailer.scs_ins_a,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.8f50,fle,paris,lkwlog,dortmund,1,571,0,0,med_equip,scania_streamline_4x2_top_560,trailer.scs_ins_s,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.8180,fle,paris,lisette_log,lemans,0,340,0,0,apples,scania_s2016_6x4_high_730,trailer.drylineret,trailer_def.krone.edryliner.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.7960,domdepo_ru,luga,rosmark_ru,vyborg,2,288,0,0,plastic_gra,volvo_fh16_4x2_540,trailer.scs_silo,trailer_def.scs.silo.single_3_10.silo,17,1,0
69786,_nameless.1de.58ba.66b0,domdepo_ru,luga,konstnr,stockholm,0,551,570,1270,concr_stair,man_tgx_euro6_6x4_xlx,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,3,1,0
69786,_nameless.1de.58ba.84c0,domdepo_ru,luga,blt,kunda,1,258,0,0,roofing_felt,mercedes_actros_2014_4x2_a,trailer.scs_dry,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.9360,domdepo_ru,luga,renar,dombas,0,1120,570,1270,alu_profile,mercedes_actros_2014_4x2_a,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,2,1,0
69786,_nameless.1de.58ba.8250,domdepo_ru,luga,gnt,daugavpils,0,395,0,0,iron_pipes,man_tgx_2020_4x2,trailer.scs_log,trailer_def.scs.log.single_3.steel,28,1,0
69786,_nameless.1de.58ba.7f10,fle,nantes,trameri,plymouth,0,313,420,1000,empty_spool,renault_premium_6x4_a,trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,3,1,0
69786,_nameless.1de.58ba.96a0,fle,nantes,lisette_log,roscoff,1,308,0,0,apples_c,iveco_h_4x2_a,trailer.kasbhr_shg40,trailer_def.kassbohrer.shg.singl_3e_40.container,30,1,0
69786,_nameless.1de.58ba.7fe0,fle,nantes,trans_cab,lisboa,0,1449,0,0,oranges,daf_xd_1,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.6fa0,polarislines,ventspils,nch,turku,1,742,150,430,motorcycles,volvo_fh2012_4x2_750,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.6ac0,polarislines,ventspils,nordic_ports,sundsvall,0,397,510,1110,comp_process,iveco_sway_4x2_580,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.6780,polarislines,ventspils,sal_fi,ivalo,1,1545,150,430,carb_water,renault_premium_6x4_a,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,32,1,0
69786,_nameless.1de.58ba.6850,domdepo,pitesti,ocean_sol,ruse,1,189,0,0,elect_wiring,iveco_sway_4x2_580,trailer.scs_curt_a,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.8320,domdepo,pitesti,stokes,rijeka,1,1016,0,0,cable_reel,"""heavy/renault_6x4""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69786,_nameless.1de.58ba.8660,domdepo,pitesti,fallow,targu_mures,2,345,0,0,largetubes,renault_premium_4x2_c,trailer.scs_log,trailer_def.scs.log.single_3.steel,6,1,0
69786,_nameless.1de.58ba.8db0,libellula,milano,cnp,livorno,0,331,0,0,empty_barr,iveco_4x2_a,trailer.scs_dry_ms,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.6920,libellula,milano,icaria,athens,0,1422,570,745,scrap_metals,man_4x2_a,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,10,1,0
69786,_nameless.1de.58ba.b240,libellula,milano,bhv,nice,0,354,0,0,scooters,scania_streamline_4x2_top_560,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.abc0,ai,kragujevac,fallow,zagreb,2,532,0,0,plast_pipes,volvo_fh2021_4x2_420,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,4,1,0
69786,_nameless.1de.58ba.9d20,ai,kragujevac,icaria,athens,0,989,0,0,emptytank,mercedes_6x4_a,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,1,1,0
69786,_nameless.1de.58ba.b990,ai,kragujevac,trameri,budapest,2,470,0,0,fueltanker,volvo_fh16_4x2_540,trailer.scs_gosck220,trailer_def.scs.gooseneck.singl_3e_220.container,80,1,0
69786,_nameless.1de.58ba.b4b0,fallow,larissa,tras_med,bari,2,345,570,745,caviar,daf_xf_euro6_6x2_a,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69786,_nameless.1de.58ba.a6e0,fallow,larissa,brawen,banja_luka,2,1126,0,0,drymilk,volvo_fh16_4x2_420,trailer.scs_dry_ms,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.c350,fallow,larissa,kaarfor,bastia,2,943,1620,1979,oranges,renault_premium_4x2_c,trailer.scs_ins_s,trailer_def.scs.box.single_3.insulated,33,1,0
69786,_nameless.1de.58ba.c9d0,cgla,barcelona,cargotras,sassari,2,58,720,827,glass,iveco_6x2_a,trailer.panel_trans.glass,trailer_def.glass.panel_trans.glass,99,1,0
69786,_nameless.1de.58ba.af00,cgla,barcelona,lisette_log,ajaccio,1,13,930,1182,glass_packed,mercedes_actros_2014_6x4_b,trailer.gls_trailer,trailer_def.glass_packed.gls_trailer,100,1,0
69786,_nameless.1de.58ba.c280,cgla,barcelona,log_atlan,porto,1,1084,0,0,large_cont,daf_xf_euro6_4x2_c,trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,27,1,0
69786,_nameless.1de.58ba.c5c0,quarry,hannover,globeur,montpellier,1,1290,0,0,tracks,scania_r2016_6x4_high_660,trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,1,1,0
69786,_nameless.1de.58ba.9c50,quarry,hannover,tradeaux,nice,0,1321,0,0,mob_stacker,"""heavy/iveco_6x4""",trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,1,1,0
69786,_nameless.1de.58ba.aa20,quarry,hannover,transinet,frankfurt,1,317,0,0,jcb_wload457,mercedes_actros_2014_6x4_b,trailer.scs_lowbed_3,trailer_def.scs.lowbed.single_3.short,1,1,0
69786,_nameless.1de.58ba.afd0,quarry,hannover,lkwlog,venezia,0,1125,0,0,jcb_dmp6t2,"""heavy/renault_6x4""",trailer.scs_lowlowd2,trailer_def.scs.lowloader.single_2_sh.short,1,1,0
69786,_nameless.1de.58ba.a610,quarry,hannover,dfh,hamburg,1,167,0,0,volvo_ec220e,man_tgx_euro6_4x2_xl,trailer.scs_lowbed_3,trailer_def.scs.lowbed.single_3.short,1,1,0
69786,_nameless.1de.58ba.9df0,te_logistica,parma,lkwlog,venezia,2,259,0,0,polyst_box,daf_xf_euro6_4x2_b,trailer.scs_curt_a,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.a7b0,te_logistica,parma,lkwlog,venezia,1,259,0,0,chimney_syst,daf_xf_euro6_4x2_a,trailer.scs_dry_s,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.c4f0,te_logistica,parma,sanbuilders,brno,0,944,0,0,wrk_cloth,iveco_6x2_a,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.ac90,te_logistica,parma,gallia_ferry,bilbao,0,1453,0,0,olives,mercedes_4x2,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.c420,te_logistica,parma,tras_med,genova,2,260,0,0,grass_rolls,scania_r2016_6x2_high_460,trailer.scs_dry,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.cc40,te_logistica,parma,globeur,bordeaux,0,1244,0,0,truck_tyres,renault_t_6x2,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.a060,fcp,hannover,stokes,warszawa,0,718,0,0,empty_palet,renault_t_4x2,trailer.scs_dry_m,trailer_def.scs.box.single_3.dryvan_m,32,1,0
69786,_nameless.1de.58ba.a880,fcp,hannover,bhv,limoges,1,1290,0,0,car_gr,man_tgx_2020,trailer.car_trans,trailer_def.car_gr.car_trans,100,1,0
69786,_nameless.1de.58ba.b580,fcp,hannover,bhv,paris,0,731,0,0,cars_fr,iveco_4x2_b,trailer.car_trans,trailer_def.cars_fr.car_trans,100,1,0
69786,_nameless.1de.58ba.b7f0,fcp,hannover,lkwlog,frankfurt,0,327,0,0,used_packag,"""double/man_tgx_2020""",trailer.scs_dry_b2,trailer_def.scs.box.bdouble_3_3.dryvan,25,1,0
69786,_nameless.1de.58ba.bb30,wgcc,manchester,lkwlog,osnabruck,0,490,660,995,graph_grease,iveco_sway_4x2_460,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.b170,wgcc,manchester,ns_chem,kristiansand,1,524,1335,2366,nitrocel,renault_magnum_4x2_a,trailer.scs_gosck40,trailer_def.scs.gooseneck.singl_3e_40.container,80,1,0
69786,_nameless.1de.58ba.ad60,wgcc,manchester,ns_chem,pori,1,1379,1680,2484,potahydro,mercedes_6x2_b,trailer.ffb_tsaadr22,trailer_def.feldbinder.tsaadr.single_3_22a.22_3_1,73,1,0
69786,_nameless.1de.58ba.bda0,ika_bohag,brest,posped,swansea,0,389,420,1000,pot_flowers,renault_magnum_4x2_a,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69786,_nameless.1de.58ba.c0e0,ika_bohag,brest,globeur,rennes,0,302,0,0,empty_palet,scania_r2016_4x2_norm_370,trailer.scs_curt_a,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.b0a0,exomar,ancona,aci,bologna,0,242,0,0,air_mails,daf_xf_euro6_4x2_c,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.c760,exomar,ancona,balkan_loco,ljubljana,0,715,0,0,locomotive,"""heavy/renault_6x4""",trailer.scs_lowbed41,trailer_def.scs.lowbed.single_41_ln.long,1,1,0
69786,_nameless.1de.58ba.a2d0,exomar,ancona,piac,bologna,2,263,0,0,sq_tub,volvo_fh2012_6x2_500,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,2,1,0
69786,_nameless.1de.58ba.cd10,exomar,ancona,tras_med,bari,0,450,0,0,coconut_oil,volvo_fh16_4x2_540,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.bf40,exomar,ancona,adrica,split,0,85,600,315,polyst_box,iveco_6x2_a,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.c830,exomar,ancona,lisette_log,lemans,1,1543,0,0,beans,renault_premium_4x2_a,trailer.scs_curt_s,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.c010,exomar,ancona,crnodrvo_log,bijelo_polje,1,645,600,315,cott_harvest,"""heavy/renault_6x4""",trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69786,_nameless.1de.58ba.ae30,exomar,ancona,globeur,montpellier,2,1050,0,0,used_battery,daf_xd_1,trailer.scs_dry_s,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.b720,aluxion,podgorica,ocean_sol,ruse,2,781,0,0,re_bars,volvo_fh2021_4x2_750,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,2,1,0
69786,_nameless.1de.58ba.9ec0,aluxion,podgorica,brawen,thessaloniki,1,775,0,0,empty_spool,iveco_sway_4x2_500,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,4,1,0
69786,_nameless.1de.58ba.a470,aluxion,podgorica,tras_med,bari,0,214,540,420,jcb_pw125qe,volvo_fh2024_4x2_780,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,24,1,0
69786,_nameless.1de.58ba.a3a0,aluxion,podgorica,rock_eater,constanta,0,1055,0,0,crawler,"""heavy/scania_streamline_8x4_top_730""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69786,_nameless.1de.58ba.bc00,eolo_lines,palermo,rt_log,madrid,1,363,1557,1788,rooflights,mercedes_actros_2014_6x4_b,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.cde0,eolo_lines,palermo,exomar,olbia,2,254,720,778,roofing_felt,iveco_h_4x2_a,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.a950,eolo_lines,palermo,cargotras,catanzaro,0,369,20,347,cut_flowers,volvo_fh2012_4x2_420,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69786,_nameless.1de.58ba.be70,app,badajoz,log_atlan,sevilla,1,302,0,0,stone_wool,man_4x2_a,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.c1b0,app,badajoz,log_atlan,salamanca,0,321,0,0,empty_spool,volvo_fh2012_6x2_500,trailer.kasbhr_sla,trailer_def.kassbohrer.sla.single_3_sh.lowbed,3,1,0
69786,_nameless.1de.58ba.9f90,villco_mkt,heraklion,cargotras,sassari,1,953,1950,2384,used_packag,scania_r_6x4_top_620,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.a540,villco_mkt,heraklion,icaria,mitilini,1,12,1215,2068,empty_palet,volvo_fh2021_4x2_420,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.e160,transinet,brussel,renar,calvi,0,1213,840,1193,apples,mercedes_actros_2014_4x2_a,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.ceb0,transinet,brussel,stokes,katowice,0,1163,0,0,milk,mercedes_actros_2014_4x2_a,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,34,1,0
69786,_nameless.1de.58ba.d870,transinet,brussel,tradeaux,paris,1,298,0,0,nylon_cord,scania_r2016_4x2_norm_370,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.dfc0,christopoulo,patras,ocean_sol,mangalia,1,1325,0,0,metal_pipes,man_tgx_2020_4x2,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,1,1,0
69786,_nameless.1de.58ba.d120,christopoulo,patras,eolo_lines,lile_rousse,1,943,1620,1979,stone_wool,mercedes_actros_2014_6x2_a,trailer.scs_dry_m,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.e710,christopoulo,patras,betunia,tirana,2,856,0,0,elect_wiring,daf_xd,trailer.scs_dry_s,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.ee60,ortiz,lisboa,rt_log,a_coruna,1,620,0,0,car_f,renault_magnum_6x2_a,trailer.car_trans,trailer_def.car_f.car_trans,100,1,0
69786,_nameless.1de.58ba.dd50,ortiz,lisboa,rt_log,sevilla,2,488,0,0,vans_id,scania_streamline_4x2_top_560,trailer.van_trans,trailer_def.vans_id.van_trans,100,1,0
69786,_nameless.1de.58ba.e300,ortiz,lisboa,agregados,coimbra,0,241,0,0,scrap_metals,iveco_4x2_c,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,10,1,0
69786,_nameless.1de.58ba.d1f0,ortiz,lisboa,eolo_lines,cagliari,0,1419,720,827,empty_barr,renault_magnum_6x2_a,trailer.scs_curt_a,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.f5b0,lognstick,tekirdag,stokes,tirana,0,869,0,0,vinegar,renault_t_6x2,trailer.scs_dry_ms,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.fa90,lognstick,tekirdag,transinet,debrecen,2,1347,0,0,horse_tr,man_tgx_euro6_4x2_xl,trailer.truck_trans,trailer_def.horse_tr.truck_trans,100,1,0
69786,_nameless.1de.58ba.e230,lognstick,tekirdag,gnt,bastia,1,1387,1620,1979,bricks,renault_t_6x2,trailer.scs_brick_r,trailer_def.scs.flatbed.single_3.brick,32,1,0
69786,_nameless.1de.58ba.ecc0,lognstick,tekirdag,fallow,istanbul,0,126,0,0,maple_syrup,scania_s2016_4x2_norm_370,trailer.drylineret,trailer_def.krone.edryliner.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.d940,fintyre_ru,petersburg,lkwlog,lodz,0,1347,0,0,used_packag,daf_xf_euro6_4x2_c,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.f9c0,fintyre_ru,petersburg,polarislines,gedser,0,1414,570,1270,truck_tyres,volvo_fh2021_6x2_540,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.f750,fintyre_ru,petersburg,polarislines,naantali,0,740,0,0,tyres,daf_xf_euro6_4x2_a,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69786,_nameless.1de.58ba.e090,villco_mkt,kavala,te_logistica,cagliari,1,828,1410,1624,used_plast,scania_r2016_4x2_high_500,trailer.scs_dry_m,trailer_def.scs.box.single_3.dryvan_m,33,1,0
69786,_nameless.1de.58ba.d600,villco_mkt,kavala,subse,veli_tarnovo,1,372,0,0,empty_palet,renault_t_6x2,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,33,1,0
69786,_nameless.1de.58ba.e980,lkwlog,lodz,sellplan,erfurt,2,668,0,0,canned_pork,scania_s2016_6x4_high_730,trailer.coolliner17,trailer_def.krone.coolliner.single_3.reefer,31,1,0
69786,_nameless.1de.58ba.d390,lkwlog,lodz,posped,london,0,1493,35,300,mob_tr_winch,"""heavy/renault_6x4""",trailer.kasbhr_sll,trailer_def.kassbohrer.sll.single_3_sh.low,1,1,0
69786,_nameless.1de.58ba.e3d0,exomar,guarda,dans_jardin,bastia,0,1091,930,1182,ter_forklift,scania_r2016_4x2_norm_370,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,2,1,0
69786,_nameless.1de.58ba.ed90,exomar,guarda,trans_cab,murcia,0,887,0,0,concr_beams2,iveco_4x2_a,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,2,1,0
69786,_nameless.1de.58ba.e640,exomar,guarda,trans_cab,valladolid,2,345,0,0,mob_tr_winch,"""heavy/scania_s2016_6x4_high_730""",trailer.kasbhr_sla,trailer_def.kassbohrer.sla.single_3_sh.lowbed,1,1,0
69786,_nameless.1de.58ba.ef30,bhv,panevezys,bhv,mikkeli,1,721,150,430,motorcycles,volvo_fh2024_4x2_420,trailer.dryliner17,trailer_def.krone.dryliner.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.e7e0,bhv,panevezys,bhv,kajaani,1,979,150,430,caravans,renault_premium_4x2_a,trailer.truck_trans,trailer_def.caravans.truck_trans,100,1,0
69786,_nameless.1de.58ba.fb60,globeur,bayonne,tradeaux,toulouse,2,343,0,0,vans_fd,man_tgx_2020,trailer.van_trans,trailer_def.vans_fd.van_trans,100,1,0
69786,_nameless.1de.58ba.ea50,globeur,bayonne,eolo_lines,lile_rousse,0,621,930,1182,emp_wine_bot,daf_xf_euro6_4x2_b,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,34,1,0
69786,_nameless.1de.58ba.f000,globeur,bayonne,transinet,munchen,0,1532,0,0,truck_tyres,mercedes_actros_2014_4x2_c,trailer.scs_dry_s,trailer_def.scs.box.single_3.dryvan,33,1,0
69786,_nameless.1de.58ba.fc30,globeur,bayonne,renar,calvi,0,590,930,1182,fert_spread,scania_s2016_4x2_norm_370,trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69786,_nameless.1de.58ba.f0d0,globeur,bayonne,kaarfor,larochelle,0,386,0,0,salm_fillet,iveco_sway_4x2_500,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69786,_nameless.1de.58ba.cf80,euroacres,carlisle,freyr,esbjerg,2,308,1140,1314,jcb_ft4220,daf_6x2_a,trailer.scs_lowlowd4,trailer_def.scs.lowloader.single_4_sh.short,1,1,0
69786,_nameless.1de.58ba.eb20,eurogoodies,groningen,transinet,southampton,2,814,35,300,sausages,man_tgx_euro6_4x2_xl,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69786,_nameless.1de.58ba.f1a0,eurogoodies,groningen,lkwlog,calais,0,626,0,0,rice_c,scania_streamline_6x2_norm_440,trailer.krone.boxliner40,trailer_def.krone.boxliner.single_3_40.container,30,1,0
69786,_nameless.1de.58ba.f4e0,scania_fac,sodertalje,renar,kotka,2,517,540,1170,empty_barr,man_tgx_euro6_4x2_xxl,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,34,1,0
69786,_nameless.1de.58ba.d050,scania_fac,sodertalje,polarislines,ventspils,0,50,510,1110,used_packag,man_6x4_b,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69786,_nameless.1de.58ba.f680,scania_fac,sodertalje,nch,riga,0,276,510,1110,scania_tr,mercedes_4x2_a,trailer.truck_trans,trailer_def.scania_tr.truck_trans,100,1,0
